star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Star,Teff,logg,Vtur,SimbadName,_RA,_DE
TIC 37069130,231.14805665731,-7.05490066635,231.14765142961636,-7.0549788826099205,37069130.0,6.321734329732389e+18,6.321734329732389e+18,75426.0,2MASS J15243554-0703176,5015-00088-1,,BD-06  4196,tic_near,-90.43727859909464,0.0184015054255723,-17.584337108128228,0.0144564677029848,GaiaDR3,2023A&A...674A...1G,,,,,10.9,,Simbad,,9.87,,Simbad,,,,,,,,,,7.991,0.021,TIC,2019AJ....158..138S,7.452,0.036,TIC,2019AJ....158..138S,7.341,0.021,TIC,2019AJ....158..138S,8.861,0.006,9.510719299316406,0.002791995336845,gaia_dr3,2023A&A...674A...1G,10.075029373168944,0.0032049113141825,8.803010940551758,0.0039198724515725,24.76953986982074,0.0160654634237289,GaiaDR3,2023A&A...674A...1G,40.319461822509766,0.0253047943115234,bj2021,2021AJ....161..147B,0,K3V,,1,4688.0,108.0,Pastel,2022A&A...663A...4S,4.587414917215663,0.0487941834639638,calculated_from_M_and_R,Calculated Value,4.3,0.25,Pastel,2022A&A...663A...4S,-0.03,0.11,Pastel,2022A&A...663A...4S,-0.6398854089487949,0.0149956428421958,update_TIC,Calculated Value,0.7256625897046918,0.0357050478689494,calc_from_L_and_Teff,Calculated Value,0.7427057027816772,0.0402657091617584,gaia_dr3_flame,2023A&A...674A...1G,0,10.129201889038086,2.690338373184204,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,BD-064196,4688,4.3,0.42,BD-064196,231.14805,-7.0549
TIC 20275644,276.20504226613,-6.35396235454,276.2051010519394,-6.35444134753419,20275644.0,4.160922195665538e+18,4.160922195665538e+18,90246.0,2MASS J18244920-0621140,5111-00437-1,WDS J18248-0621A,BD-06  4756,tic_near,12.911955270494673,0.0662703737616539,-108.69883332638044,0.059745617210865,GaiaDR3,2023A&A...674A...1G,,,,,11.8,,Simbad,,10.5,,Simbad,,,,,,,,,,8.22,0.035,TIC,2019AJ....158..138S,7.633,0.033,TIC,2019AJ....158..138S,7.492,0.021,TIC,2019AJ....158..138S,9.271,0.006,10.018705368041992,0.0029323536054209,gaia_dr3,2023A&A...674A...1G,10.681859016418455,0.0029197854824808,9.211392402648926,0.0038348618902946,23.949432784438823,0.0640027523040771,GaiaDR3,2023A&A...674A...1G,41.704345703125,0.1110153198242187,bj2021,2021AJ....161..147B,0,K7V,,1,4521.0,76.0,Pastel,2022A&A...663A...4S,4.646674256911066,0.061579210692203,calculated_from_M_and_R,Calculated Value,4.67,0.09,Pastel,2022A&A...663A...4S,-0.1,0.11,Pastel,2022A&A...663A...4S,-0.7817155424375068,0.0205761908981075,update_TIC,Calculated Value,0.6627135640154024,0.0272563261937778,calc_from_L_and_Teff,Calculated Value,0.71,0.082,TIC,2019AJ....158..138S,0,,,,,,4.34695,18.769918,4.160922195625619e+18,4.34695,18.769918,4.160922195625619e+18,1,1,A,0.3,4.1,,,,0,,BD-064756,4646,4.54,0.7,BD-064756,276.20504,-6.35396
TIC 33355302,150.19883576101,-9.51667856037,150.19714351869388,-9.516565346998664,33355302.0,3.770419611540574e+18,3.770419611540574e+18,49067.0,2MASS J10004775-0931001,5480-00020-1,,BD-08  2823,tic_near,-375.4159200219995,0.0159457884728908,25.602309999487467,0.0147787230089306,GaiaDR3,2023A&A...674A...1G,,,,,10.94,,Simbad,,9.874,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.801,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.96,0.02,TIC,2019AJ....158..138S,7.498,0.047,TIC,2019AJ....158..138S,7.323,0.021,TIC,2019AJ....158..138S,8.86,0.006,9.508946418762209,0.0027853967150404,gaia_dr3,2023A&A...674A...1G,10.070233345031738,0.0031726879308052,8.800276756286621,0.0038836377209982,24.18174634361362,0.0144086647778749,GaiaDR3,2023A&A...674A...1G,41.30256652832031,0.0224475860595703,bj2021,2021AJ....161..147B,0,K4:V,1986AJ.....92..139S,1,4816.0,114.0,Pastel,2022A&A...663A...4S,4.650573995941842,0.0679114108110258,calculated_from_M_and_R,Calculated Value,4.43,0.22,Pastel,2022A&A...663A...4S,-0.06,0.08,Pastel,2022A&A...663A...4S,-0.6349711426349822,0.013481803071193,update_TIC,Calculated Value,0.6915030771342576,0.034451847485106,calc_from_L_and_Teff,Calculated Value,0.78,0.094,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,1,BD-08 2823,BD-082823,4816,4.43,0.81,BD-082823,150.19883,-9.51668
TIC 167455128,65.05933974477,-9.03707240263,65.05907640460143,-9.037130144886753,167455128.0,3.1925327582978145e+18,3.1925327582978145e+18,20240.0,2MASS J04201424-0902134,5313-02344-1,,BD-09   872,tic_near,-58.41864548531856,0.0144108245149254,-13.001894411613248,0.0118768224492669,GaiaDR3,2023A&A...674A...1G,,,,,11.0,,Simbad,,9.81,,Simbad,,,,,,,,,,7.815,0.023,TIC,2019AJ....158..138S,7.273,0.029,TIC,2019AJ....158..138S,7.126,0.023,TIC,2019AJ....158..138S,8.734,0.006,9.42400074005127,0.0027697072930115,gaia_dr3,2023A&A...674A...1G,10.041282653808594,0.0028966388409804,8.674699783325195,0.0038081172665438,29.386309968340644,0.0154588939622044,GaiaDR3,2023A&A...674A...1G,33.99966812133789,0.0211086273193359,bj2021,2021AJ....161..147B,0,K4Vk:,2006AJ....132..161G,1,4660.0,100.0,Pastel,2022A&A...663A...4S,4.672553803225344,0.0495536687956991,calculated_from_M_and_R,Calculated Value,4.35,0.21,Pastel,2022A&A...663A...4S,-0.19,0.06,Pastel,2022A&A...663A...4S,-0.7495616927696015,0.0211715035610787,update_TIC,Calculated Value,0.6472915909502083,0.0319483787252946,calc_from_L_and_Teff,Calculated Value,0.7189291715621948,0.0411407351493835,gaia_dr3_flame,2023A&A...674A...1G,0,8.961313247680664,3.82394289970398,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,BD-090872,4660,4.35,0.77,BD-090872,65.05934,-9.03707
TIC 66978735,88.6421560567,-9.39272344729,88.64267375760336,-9.391090215325711,66978735.0,3.0116486644396436e+18,3.0116486644396436e+18,27928.0,2MASS J05543410-0923341,5352-00242-1,,BD-09  1261,tic_near,115.07128327198258,0.0137102296575903,367.4184062327673,0.0123303886502981,GaiaDR3,2023A&A...674A...1G,,,,,11.89,,Simbad,,10.75,0.07,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,10.409,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.529,0.018,TIC,2019AJ....158..138S,7.877,0.027,TIC,2019AJ....158..138S,7.76,0.02,TIC,2019AJ....158..138S,9.521,0.006,10.249112129211426,0.0027642352024148,gaia_dr3,2023A&A...674A...1G,10.919795036315918,0.0028076558803443,9.457975387573242,0.0037872885967019,26.30517749830843,0.017258072271943,GaiaDR3,2023A&A...674A...1G,37.977012634277344,0.023386001586914,bj2021,2021AJ....161..147B,0,K4V,1986AJ.....92..139S,1,4338.0,121.0,Pastel,2022A&A...663A...4S,4.7210835107018,0.0726016185022322,calculated_from_M_and_R,Calculated Value,4.35,0.25,Pastel,2022A&A...663A...4S,-0.82,0.07,Pastel,2022A&A...663A...4S,-0.9403138916345398,0.0212287056847564,update_TIC,Calculated Value,0.5996759111435722,0.0365232758260668,calc_from_L_and_Teff,Calculated Value,0.69,0.079,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,BD-091261,4717,4.69,0.92,BD-091261,88.64216,-9.39272
TIC 13536686,132.49105480126,-9.79639630286,132.49058039443403,-9.79643583240922,13536686.0,5.749761332920463e+18,5.749761332920463e+18,43363.0,2MASS J08495786-0947470,5447-00206-1,,BD-09  2670,tic_near,-105.06602617918487,0.0166364032775163,-8.823972672028653,0.0125992987304925,GaiaDR3,2023A&A...674A...1G,,,,,10.77,,Simbad,,9.7,,Simbad,,,,,,,,,,7.854,0.02,TIC,2019AJ....158..138S,7.371,0.046,TIC,2019AJ....158..138S,7.23,0.024,TIC,2019AJ....158..138S,8.748,0.006,9.389121055603027,0.0027704473000232,gaia_dr3,2023A&A...674A...1G,9.941045761108398,0.0029524120901529,8.68916130065918,0.0038375137805852,25.38877510322865,0.017237227410078,GaiaDR3,2023A&A...674A...1G,39.34186935424805,0.0251312255859375,bj2021,2021AJ....161..147B,0,K3+Vk:,2006AJ....132..161G,1,4806.0,104.0,Pastel,2022A&A...663A...4S,4.618763505807188,0.0465297738858602,calculated_from_M_and_R,Calculated Value,4.46,0.2,Pastel,2022A&A...663A...4S,-0.08,0.07,Pastel,2022A&A...663A...4S,-0.6280155718825605,0.0140172472961112,update_TIC,Calculated Value,0.6999666136948793,0.0323315300677384,calc_from_L_and_Teff,Calculated Value,0.7427634596824646,0.0403055250644683,gaia_dr3_flame,2023A&A...674A...1G,0,11.816875457763672,2.378835678100586,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,BD-092670,4806,4.46,0.51,BD-092670,132.49106,-9.7964
GAIA DR3 6316896061956834560,234.8413146,-10.2732824,234.8412955894033,-10.273980233247237,32416304.0,6.316896061956834e+18,6.316896061956834e+18,76668.0,2MASS J15392193-1016235,5600-250-1,WDS J15393-1017A,BD-09  4191,gaia dr3,-4.206177374127554,0.2804288268089294,-157.01368761758002,0.2375256866216659,GaiaDR3,2023A&A...674A...1G,,,,,11.3,,Simbad,,10.2,,Simbad,,,,,,,,,,8.048,0.018,GCNS,2021A&A...649A...6G,7.516,0.049,GCNS,2021A&A...649A...6G,7.356,0.027,GCNS,2021A&A...649A...6G,9.081068164078784,,9.763812065124512,0.0028078261220402,gaia_dr3,2023A&A...674A...1G,10.367060661315918,0.0029976585173248,8.995688438415527,0.003828840899767,21.938719219061618,0.2656755149364471,GaiaDR3,2023A&A...674A...1G,45.45561981201172,0.5956134796142578,bj2021,2021AJ....161..147B,0,K5V,,1,4662.0,84.0,Pastel,2022A&A...663A...4S,4.546389732057256,0.065476052535634,calculated_from_M_and_R,Calculated Value,4.61,0.11,Pastel,2022A&A...663A...4S,-0.15,0.13,Pastel,2022A&A...663A...4S,-0.6356944940736813,0.0515956279630393,calc_from_gaia,Calculated Value,0.7373282256424066,0.0512278827036783,calc_from_L_and_Teff,Calculated Value,0.69766,0.040807,Kordopatis2023,2023A&A...669A.104K,0,11.599949,1.636278,Kordopatis2023,2023A&A...669A.104K,,5.412983,17.253202,6.316895688299966e+18,5.412983,17.253202,6.316895688299966e+18,1,1,A,13.0,2.83,,,,0,,BD-094191,4804,4.44,0.63,BD-094191,234.84133,-10.27323
TIC 348938957,149.19163114634,-12.27036890689,149.19135450806354,-12.270560736035325,348938957.0,5.688027710686601e+18,5.688027710686601e+18,48762.0,2MASS J09564599-1216134,5483-00572-1,,BD-11  2763,tic_near,-60.69447669123723,0.018098073080182,-42.94480356157763,0.0176630560308694,GaiaDR3,2023A&A...674A...1G,,,,,10.78,,Simbad,,9.91,,Simbad,,,,,,,,,,8.255,0.026,TIC,2019AJ....158..138S,7.781,0.04,TIC,2019AJ....158..138S,7.683,0.018,TIC,2019AJ....158..138S,9.065,0.006,9.652856826782228,0.0027675147724443,gaia_dr3,2023A&A...674A...1G,10.13831615447998,0.0028886020380319,9.007200241088867,0.0037955678797126,20.610836458989176,0.0184016525745391,GaiaDR3,2023A&A...674A...1G,48.43564987182617,0.0494613647460902,bj2021,2021AJ....161..147B,0,K2.5Vk:,2006AJ....132..161G,1,4911.0,80.0,Pastel,2022A&A...663A...4S,4.618049649273907,0.0388721238678908,calculated_from_M_and_R,Calculated Value,4.44,0.14,Pastel,2022A&A...663A...4S,-0.26,0.06,Pastel,2022A&A...663A...4S,-0.5648635750670139,0.0147208584467588,update_TIC,Calculated Value,0.7209098991195242,0.0264750325933663,calc_from_L_and_Teff,Calculated Value,0.7865819931030273,0.0402361452579498,gaia_dr3_flame,2023A&A...674A...1G,0,5.453010559082031,2.23637330532074,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,BD-112763,4911,4.44,0.38,BD-112763,149.19162,-12.27037
TIC 10930367,26.46128392595,-11.33025266467,26.46184491042092,-11.331645706206174,10930367.0,2.4606124692582543e+18,2.4606124692582543e+18,8220.0,2MASS J01455070-1119485,5279-00363-1,,BD-12   327,tic_near,123.96355696709276,0.0183878354728221,-313.52441192827007,0.0116126742213964,GaiaDR3,2023A&A...674A...1G,,,,,11.25,0.09,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,10.14,0.05,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,10.019,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.052,0.021,TIC,2019AJ....158..138S,7.536,0.038,TIC,2019AJ....158..138S,7.38,0.018,TIC,2019AJ....158..138S,9.031,0.006,9.722705841064451,0.0027614311318862,gaia_dr3,2023A&A...674A...1G,10.342751502990724,0.0028378900742593,8.969520568847656,0.0037853095901572,24.968270212280537,0.0162827689200639,GaiaDR3,2023A&A...674A...1G,40.0111083984375,0.0238590240478515,bj2021,2021AJ....161..147B,0,K5V,1986AJ.....92..139S,1,4680.0,116.0,Pastel,2022A&A...663A...4S,4.679526928948321,0.0693162928879202,calculated_from_M_and_R,Calculated Value,4.35,0.25,Pastel,2022A&A...663A...4S,-0.34,0.07,Pastel,2022A&A...663A...4S,-0.7307199156428179,0.0171681978765575,update_TIC,Calculated Value,0.6558446510591468,0.0350010179589502,calc_from_L_and_Teff,Calculated Value,0.75,0.089,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,BD-120327,4680,4.35,0.57,BD-120327,26.46129,-11.33025
TIC 157793169,173.71008927058,-13.24202282275,173.70878545149586,-13.242328852995048,157793169.0,3.58520536601507e+18,3.58520536601507e+18,56489.0,2MASS J11345044-1314311,5516-00057-1,,BD-12  3458,tic_near,-285.4351155187427,0.019606277346611,-68.71030437700381,0.0155010726302862,GaiaDR3,2023A&A...674A...1G,,,,,11.55,,Simbad,,10.344,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.107,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.03,0.024,TIC,2019AJ....158..138S,7.411,0.038,TIC,2019AJ....158..138S,7.332,0.033,TIC,2019AJ....158..138S,9.117,0.006,9.862068176269531,0.0027597613622342,gaia_dr3,2023A&A...674A...1G,10.55719757080078,0.0028111476768569,9.053112983703612,0.0037824969458703,33.061435540908015,0.018166484311223,GaiaDR3,2023A&A...674A...1G,30.213998794555664,0.0156869888305664,bj2021,2021AJ....161..147B,0,K7V,2006AJ....132..161G,1,4803.0,135.1,TIC,2019AJ....158..138S,4.901401032985197,0.0594954488138748,calculated_from_M_and_R,Calculated Value,,,,,-0.83,0.07,TIC,2019AJ....158..138S,-0.9681658528347952,0.0201921131362601,gaia_dr3_flame,2023A&A...674A...1G,0.4737448972196815,0.0288370930863178,calc_from_L_and_Teff,Calculated Value,0.6522626280784607,0.0409748554229736,gaia_dr3_flame,2023A&A...674A...1G,0,7.538716316223144,5.816701650619507,gaia_dr3_flame,2023A&A...674A...1G,,2.373574,17.292543,3.5852054690942853e+18,2.373574,17.292543,3.5852054690942853e+18,0,0,,,,,,,0,,BD-123458,4803,4.86,0.43,BD-123458,173.71009,-13.24202
TIC 92193578,10.35106016663,-13.17214585809,10.35129834560554,-13.171865257493373,92193578.0,2.376017311632174e+18,2.376017311632174e+18,3249.0,2MASS J00412424-1310198,5271-00733-1,,,tic_near,53.75193987960442,0.1399800479412078,60.37874898674728,0.0855962634086608,GaiaDR3,2023A&A...674A...1G,,,,,12.081,0.034,TIC apassdr9,2019AJ....158..138S,10.734,0.039,TIC cdwrf,2019AJ....158..138S,,,,,,,,,8.022,0.018,TIC,2019AJ....158..138S,7.405,0.024,TIC,2019AJ....158..138S,7.206,0.029,TIC,2019AJ....158..138S,9.175,0.007,10.275665283203123,0.0027990616208869,gaia_dr3,2023A&A...674A...1G,10.952515602111816,0.0029642628104649,9.16812515258789,0.0038998897910054,28.947039727043386,0.098341092467308,GaiaDR3,2023A&A...674A...1G,34.506004333496094,0.109598159790039,bj2021,2021AJ....161..147B,0,,,1,4615.0,138.0,Pastel,2022A&A...663A...4S,4.867981335560017,0.1604568897923987,calculated_from_M_and_R,Calculated Value,4.33,0.34,Pastel,2022A&A...663A...4S,-0.49,0.08,Pastel,2022A&A...663A...4S,-0.9950579473246852,0.1512545580804075,update_TIC,Calculated Value,0.497485309146171,0.0915977924275882,calc_from_L_and_Teff,Calculated Value,0.666,0.02,TIC,2019AJ....158..138S,0,,,,,,,,,0.658624,,2.376017315927521e+18,0,0,,,,,,,0,,BD-130116,4615,4.33,0.61,BD-130116,10.35105,-13.17215
TIC 212378157,26.93065837363,-12.77065290633,26.93181207323307,-12.769909096386458,212378157.0,2.4601324637133373e+18,2.4601324637133373e+18,8361.0,2MASS J01474332-1246144,5280-00020-1,WDS J01477-1246A,BD-13   321,tic_near,253.27256924978596,0.0163476858288049,167.27280542391958,0.0125309582799673,GaiaDR3,2023A&A...674A...1G,,,,,10.852,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.784,0.08,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.751,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.68,0.021,TIC,2019AJ....158..138S,7.089,0.034,TIC,2019AJ....158..138S,6.972,0.018,TIC,2019AJ....158..138S,8.653,0.006,9.342326164245604,0.0027630154548721,gaia_dr3,2023A&A...674A...1G,9.955731391906738,0.0028741580116131,8.594278335571289,0.0038134055953903,27.501794619272708,0.0181702971458435,GaiaDR3,2023A&A...674A...1G,36.31892013549805,0.0255908966064453,bj2021,2021AJ....161..147B,0,K4Vk:,2006AJ....132..161G,1,4772.0,132.0,Pastel,2022A&A...663A...4S,4.668223687107852,0.0742354217293539,calculated_from_M_and_R,Calculated Value,4.41,0.28,Pastel,2022A&A...663A...4S,0.02,0.1,Pastel,2022A&A...663A...4S,-0.6741688843248453,0.0181886764736206,update_TIC,Calculated Value,0.6732360026309697,0.0398240971505903,calc_from_L_and_Teff,Calculated Value,0.77,0.095,TIC,2019AJ....158..138S,0,,,,,,3.778074,13.269464,2.460132463713325e+18,3.778074,13.269464,2.460132463713325e+18,1,1,A,3.8,5.199999999999999,2.460132463713325e+18,3.7781,3.9271,0,,BD-130321,4772,4.41,0.78,BD-130321,26.93065,-12.77065
TIC 380881837,15.09390031837,-13.59942096357,15.09342383877478,-13.599821695280069,380881837.0,2.372235648763459e+18,2.372235648763459e+18,4699.0,2MASS J01002252-1335579,5272-02258-1,,G 270-111,tic_near,-104.2301214629244,0.020776942372322,-90.24748378734787,0.0181352514773607,GaiaDR3,2023A&A...674A...1G,,,,,11.1,,Simbad,,9.98,,Simbad,,,,,,,,,,8.132,0.019,TIC,2019AJ....158..138S,7.575,0.029,TIC,2019AJ....158..138S,7.496,0.018,TIC,2019AJ....158..138S,9.049,0.006,9.708396911621094,0.0027914857973329,gaia_dr3,2023A&A...674A...1G,10.28647804260254,0.0031881888134804,8.98810863494873,0.0039075913992045,24.72564885002466,0.017592342570424,GaiaDR3,2023A&A...674A...1G,40.388893127441406,0.032928466796875,bj2021,2021AJ....161..147B,0,K3V,,1,4714.0,138.4,TIC,2019AJ....158..138S,4.664070291926572,0.0595714980359493,calculated_from_M_and_R,Calculated Value,,,,,-0.38,0.12,TIC,2019AJ....158..138S,-0.7221915638008275,0.0186981858321878,update_TIC,Calculated Value,0.6527963336117693,0.0408261467293571,calc_from_L_and_Teff,Calculated Value,0.7170642614364624,0.0403725206851959,gaia_dr3_flame,2023A&A...674A...1G,0,11.953691482543944,2.49563980102539,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,BD-140184,4714,4.32,0.76,BD-140184,15.0939,-13.59943
TIC 116291996,275.13033630566,-14.36153973199,275.13093714302903,-14.362301143808978,116291996.0,4.1463283434336676e+18,4.1463283434336676e+18,89892.0,2MASS J18203128-1421414,5689-01201-1,,BD-14  5003,tic_near,130.95189266264197,0.0168087612837553,-171.2539153042956,0.0132018588483333,GaiaDR3,2023A&A...674A...1G,,,,,12.05,0.26,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,10.76,0.09,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,8.586,0.024,TIC,2019AJ....158..138S,7.982,0.024,TIC,2019AJ....158..138S,7.862,0.024,TIC,2019AJ....158..138S,9.585,0.006,10.28219223022461,0.0027697781119232,gaia_dr3,2023A&A...674A...1G,10.917885780334473,0.0029093180662621,9.52011775970459,0.0038146240207955,22.01426084086066,0.0147658456116914,GaiaDR3,2023A&A...674A...1G,45.35383224487305,0.0296192169189453,bj2021,2021AJ....161..147B,0,,,1,4640.0,100.0,Pastel,2022A&A...663A...4S,4.74163368431656,0.0478617740711393,calculated_from_M_and_R,Calculated Value,4.41,0.25,Pastel,2022A&A...663A...4S,-0.51,0.08,Pastel,2022A&A...663A...4S,-0.8414832948187402,0.0155860913385115,update_TIC,Calculated Value,0.5873203329563536,0.0274216322451259,calc_from_L_and_Teff,Calculated Value,0.6939307451248169,0.0406155288219451,gaia_dr3_flame,2023A&A...674A...1G,0,9.363929748535156,3.984536886215211,gaia_dr3_flame,2023A&A...674A...1G,,4.326117,20.165676,4.146328343428696e+18,4.326117,20.165676,4.146328343428696e+18,0,0,,,,,,,0,,BD-145003,4640,4.41,0.35,BD-145003,275.13036,-14.36154
TIC 117896243,70.90140371695,-15.80505740628,70.90148536584853,-15.805888032303384,117896243.0,3.1730065313007084e+18,3.1730065313007084e+18,21991.0,2MASS J04433633-1548181,5892-01034-1,,BD-16   931,tic_near,17.79617739652386,0.0157614536583423,-186.88170300981832,0.0135939270257949,GaiaDR3,2023A&A...674A...1G,,,,,10.95,,Simbad,,9.96,,Simbad,,,,,,,,,,8.253,0.03,TIC,2019AJ....158..138S,7.7,0.042,TIC,2019AJ....158..138S,7.614,0.027,TIC,2019AJ....158..138S,9.057,0.006,9.665220260620115,0.0027815639220721,gaia_dr3,2023A&A...674A...1G,10.17387580871582,0.0030585972906636,8.999907493591309,0.0038951462012607,20.476282542103267,0.019313383847475,GaiaDR3,2023A&A...674A...1G,48.78414916992188,0.0434837341308593,bj2021,2021AJ....161..147B,0,K2V,,1,4840.0,114.0,Pastel,2022A&A...663A...4S,4.563004975720543,0.0501359378283566,calculated_from_M_and_R,Calculated Value,4.38,0.22,Pastel,2022A&A...663A...4S,-0.11,0.07,Pastel,2022A&A...663A...4S,-0.5550793087300111,0.0140225055345174,update_TIC,Calculated Value,0.7506236906547852,0.0373787961706122,calc_from_L_and_Teff,Calculated Value,0.7512454986572266,0.043855994939804,gaia_dr3_flame,2023A&A...674A...1G,0,,,gaia_dr3_flame,2023A&A...674A...1G,,5.471068,18.454521,3.173006531298469e+18,5.471068,18.454521,3.173006531298469e+18,0,0,,,,,,,0,,BD-160931,4840,4.38,0.46,BD-160931,70.9014,-15.80506
TIC 75377076,7.14294213424,-16.22634482719,7.141298148778685,-16.227357052985372,75377076.0,2.367734656180398e+18,2.367734656180398e+18,2247.0,2MASS J00283433-1613343,5840-00482-1,,BD-17    63,tic_near,-354.9391650530546,0.0221133362501859,-227.995241429754,0.0147215211763978,GaiaDR3,2023A&A...674A...1G,,,,,10.77,,Simbad,,9.72,0.09,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.666,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.574,0.019,TIC,2019AJ....158..138S,7.027,0.033,TIC,2019AJ....158..138S,6.914,0.024,TIC,2019AJ....158..138S,8.525,0.006,9.207602500915527,0.0027612326603063,gaia_dr3,2023A&A...674A...1G,9.814143180847168,0.0028264760128149,8.467552185058594,0.003813024738211,28.972342936808044,0.0212329030036926,GaiaDR3,2023A&A...674A...1G,34.47900390625,0.0314044952392578,bj2021,2021AJ....161..147B,0,K4Vk:,2006AJ....132..161G,1,4665.0,120.0,Pastel,2022A&A...663A...4S,4.588332445157262,0.0702277449172008,calculated_from_M_and_R,Calculated Value,4.19,0.26,Pastel,2022A&A...663A...4S,0.01,0.1,Pastel,2022A&A...663A...4S,-0.6509317954789036,0.0181124090287293,update_TIC,Calculated Value,0.7235748294856208,0.0401673490160005,calc_from_L_and_Teff,Calculated Value,0.74,0.087,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,1,,,,,,,1,BD-17 63,BD-170063,4665,4.19,0.57,BD-170063,7.14294,-16.22635
