star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,Teff,logg,S,logRhk,Vbr,Vsini,Vmac,Vrad,SNR,Simbad,RAJ2000,DEJ2000
TIC 282257777,309.96614714285,11.24963969737,309.96647104497725,11.250035914960751,282257777.0,1.754430373040023e+18,1.754430373040023e+18,101966.0,2MASS J20395188+1114588,1092-01778-1,WDS J20399+1115A,HD 196885,tic_near,71.91462356793883,0.0316760540008544,89.31770957564326,0.0257265400141477,GaiaDR3,2023A&A...674A...1G,,,,,6.92,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.385,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.32,0.32,Simbad 2009yCat.1315....0Z,2009yCat.1315....0Z,,,,,5.414,0.027,TIC,2019AJ....158..138S,5.19,0.023,TIC,2019AJ....158..138S,5.072,0.018,TIC,2019AJ....158..138S,5.895,0.006,6.276972770690918,0.0027665979136169,gaia_dr3,2023A&A...674A...1G,6.531985759735107,0.0028750248907984,5.8423752784729,0.0038664288845905,29.40764876817505,0.0272099375724792,GaiaDR3,2023A&A...674A...1G,33.96436309814453,0.0331096649169921,bj2021,2021AJ....161..147B,0,F8V,2001AJ....121.2148G,1,6262.0,25.0,Pastel,2022A&A...663A...4S,4.229477272348222,0.022161128773036,calculated_from_M_and_R,Calculated Value,4.32,0.03,Pastel,2022A&A...663A...4S,0.23,0.02,Pastel,2022A&A...663A...4S,0.4222829122691571,0.015050303588392,update_TIC,Calculated Value,1.381554349337101,0.0263580277491426,calc_from_L_and_Teff,Calculated Value,1.1807163953781128,0.0400031805038452,gaia_dr3_flame,2023A&A...674A...1G,0,4.4462409019470215,0.6075520515441895,gaia_dr3_flame,2023A&A...674A...1G,,5.732509,19.117952,1.7544303730414738e+18,5.732509,19.117952,1.7544303730414738e+18,1,1,A,0.5,4.700000000000001,,,,1,HD 196885 A,HD 196885,6172,4.22,0.15,-5.07,9.6,6.8,6.0,-29.9,243,Simbad,20 39 51.9,+11 14 59
TIC 188401533,310.0489776403,-23.77386796429,310.0514064479976,-23.77181575077584,188401533.0,6.854626246593474e+18,6.854626246593474e+18,101997.0,2MASS J20401173-2346262,6921-01792-1,,HD 196761,tic_near,499.6974306699512,0.0334667414426803,461.3740788151665,0.0238597523421049,GaiaDR3,2023A&A...674A...1G,,,,,7.09,,Simbad,,6.37,,Simbad,,,,,,,,,,5.296,0.266,TIC,2019AJ....158..138S,4.81,0.044,TIC,2019AJ....158..138S,4.597,0.016,TIC,2019AJ....158..138S,5.695,0.006,6.179915428161621,0.0027618300724717,gaia_dr3,2023A&A...674A...1G,6.542906284332275,0.0028726383233437,5.640710353851318,0.0038643386861917,68.15574658958347,0.0300118215382099,GaiaDR3,2023A&A...674A...1G,14.664376258850098,0.0064091682434082,bj2021,2021AJ....161..147B,0,G7.5IV-V,1989ApJS...71..245K,1,5467.0,12.0,Pastel,2022A&A...663A...4S,4.57846639979096,0.0569858010584092,calculated_from_M_and_R,Calculated Value,4.47,0.03,Pastel,2022A&A...663A...4S,-0.27,0.01,Pastel,2022A&A...663A...4S,-0.2524365335678568,0.0092757271241695,update_TIC,Calculated Value,0.8335587798495634,0.0096244295379875,calc_from_L_and_Teff,Calculated Value,0.96,0.124,TIC,2019AJ....158..138S,0,,,,,,6.627063,19.262873,6.854626246589049e+18,6.627063,19.262873,6.854626246589049e+18,0,0,,,,,,,0,,HD 196761,5473,4.55,0.18,-4.93,2.0,0.1,2.5,-42.0,359,Simbad,20 40 11.8,-23 46 26
TIC 387526927,312.37225145321,71.77478654908,312.3742177664023,71.77523199814922,387526927.0,2.274943403875615e+18,2.274943403875615e+18,102791.0,2MASS J20492929+7146292,4468-01797-1,,HD 199019,tic_near,138.38987220323295,0.0205592159181833,100.14551375230162,0.0182953067123889,GaiaDR3,2023A&A...674A...1G,,,,,9.016,0.0,TIC apassdr9,2019AJ....158..138S,8.23,0.03,TIC hipvmag,2019AJ....158..138S,7.7,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,6.875,0.019,TIC,2019AJ....158..138S,6.58,0.031,TIC,2019AJ....158..138S,6.483,0.016,TIC,2019AJ....158..138S,7.553,0.006,8.047895431518555,0.0028013358285096,gaia_dr3,2023A&A...674A...1G,8.421585083007812,0.0033592055459975,7.501760959625244,0.0040019075133034,28.390045968742317,0.0157162025570869,GaiaDR3,2023A&A...674A...1G,35.19669342041016,0.0177574157714843,bj2021,2021AJ....161..147B,0,G5,2007AJ....133.2524W,1,5510.0,51.0,Pastel,2022A&A...663A...4S,4.534155870771745,0.0272942447389439,calculated_from_M_and_R,Calculated Value,4.56,0.07,Pastel,2022A&A...663A...4S,0.04,0.04,Pastel,2022A&A...663A...4S,-0.2398153181953272,0.0091024047537717,update_TIC,Calculated Value,0.8326103170942485,0.0177114666938785,calc_from_L_and_Teff,Calculated Value,0.8649117946624756,0.0400086641311646,gaia_dr3_flame,2023A&A...674A...1G,0,9.834985733032228,1.5500130653381348,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 199019,5459,4.52,0.51,-4.32,7.4,6.4,2.5,-9.8,253,Simbad,20 49 29.3,+71 46 29
TIC 364182010,312.93726254656,74.78032670766,312.9440680417856,74.78288685968165,364182010.0,2.2778398610998285e+18,2.2778398610998285e+18,102970.0,2MASS J20514490+7446488,4472-00547-1,,HD 199476,tic_near,401.9806683803326,0.018466331064701,575.7488524623208,0.0186797119677066,GaiaDR3,2023A&A...674A...1G,8.64,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,8.51,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.81,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.25,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.86,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.5,0.023,TIC,2019AJ....158..138S,6.164,0.031,TIC,2019AJ....158..138S,6.108,0.02,TIC,2019AJ....158..138S,7.163,0.006,7.6377272605896,0.0027630676194494,gaia_dr3,2023A&A...674A...1G,7.98837423324585,0.0028892294625865,7.110368728637695,0.0038034738561495,32.37630967800608,0.0150688420981168,GaiaDR3,2023A&A...674A...1G,30.870206832885746,0.0148019790649396,bj2021,2021AJ....161..147B,0,G8,1985ApJS...59..197B,1,5466.0,29.0,Pastel,2022A&A...663A...4S,4.478439989299782,0.023613935627347,calculated_from_M_and_R,Calculated Value,4.57,0.06,Pastel,2022A&A...663A...4S,-0.43,0.04,Pastel,2022A&A...663A...4S,-0.1892558920901084,0.0092251738952924,update_TIC,Calculated Value,0.8967790295562199,0.0134635579881704,calc_from_L_and_Teff,Calculated Value,0.8825579881668091,0.0400066971778869,gaia_dr3_flame,2023A&A...674A...1G,0,9.545705795288086,1.4576621055603027,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 199476,5501,4.55,0.17,-4.94,3.3,1.7,2.6,-29.5,314,Simbad,20 51 44.9,+74 46 49
TIC 23959521,313.27332485998,-11.57365527251,313.27352050812414,-11.573457794994894,23959521.0,6.889877723248419e+18,6.889877723248419e+18,103077.0,2MASS J20530557-1134250,5765-02131-1,WDS J20531-1134AB,HD 198802,tic_near,43.00897456762411,0.0272542592138052,44.16205611757811,0.0155640430748462,GaiaDR3,2023A&A...674A...1G,,,,,7.037,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.389,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.199,0.024,TIC,2019AJ....158..138S,4.904,0.044,TIC,2019AJ....158..138S,4.803,0.017,TIC,2019AJ....158..138S,5.778,0.006,6.226234436035156,0.0027607298578113,gaia_dr3,2023A&A...674A...1G,6.549990177154541,0.0028505787184421,5.726771354675293,0.0038267664187335,22.63632831901596,0.0232052225619554,GaiaDR3,2023A&A...674A...1G,44.09458541870117,0.0420284271240234,bj2021,2021AJ....161..147B,0,G5V,1999MSS...C05....0H,1,5740.0,17.0,Pastel,2022A&A...663A...4S,3.855906145511165,0.0183621112929295,calculated_from_M_and_R,Calculated Value,3.92,0.05,Pastel,2022A&A...663A...4S,0.0,0.03,Pastel,2022A&A...663A...4S,0.6768621006965024,0.0110984013908602,update_TIC,Calculated Value,2.2042452337851355,0.0310439356175145,calc_from_L_and_Teff,Calculated Value,1.271622896194458,0.0400959253311157,gaia_dr3_flame,2023A&A...674A...1G,0,4.4878129959106445,0.4879705905914306,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,AB,0.2,,,,,0,,HD 198802,5711,3.87,0.16,-5.02,4.9,2.1,4.3,-3.5,248,Simbad,20 53 05.6,-11 34 25
TIC 248854510,315.14100317617,-4.73026134149,315.1412210744957,-4.730873757763143,248854510.0,6.912276699251279e+18,6.912276699251279e+18,103682.0,2MASS J21003382-0443486,5200-01718-1,,*  11 Aqr,tic_near,48.79497114152116,0.0281082410365343,-138.18013620609094,0.0211361050605773,GaiaDR3,2023A&A...674A...1G,,,,,6.819,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.192,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.154,0.034,TIC,2019AJ....158..138S,4.86,0.016,TIC,2019AJ....158..138S,4.771,0.018,TIC,2019AJ....158..138S,5.644,0.006,6.063653469085693,0.0027645819920645,gaia_dr3,2023A&A...674A...1G,6.369155406951904,0.0028397126693998,5.589599609375,0.0038244314083739,36.9970633173991,0.0292532127350568,GaiaDR3,2023A&A...674A...1G,26.992969512939453,0.0202207565307617,bj2021,2021AJ....161..147B,0,G1V,2003AJ....126.2048G,1,5911.0,13.0,Pastel,2022A&A...663A...4S,4.179119803356418,0.0210441529645031,calculated_from_M_and_R,Calculated Value,4.27,0.03,Pastel,2022A&A...663A...4S,0.25,0.01,Pastel,2022A&A...663A...4S,0.3097983876758696,0.011806557289406,update_TIC,Calculated Value,1.3621656361619154,0.0194609447421484,calc_from_L_and_Teff,Calculated Value,1.022143840789795,0.0400013923645018,gaia_dr3_flame,2023A&A...674A...1G,0,9.240311622619627,0.9365234375,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 199960,5885,4.22,0.16,-4.98,4.9,2.6,4.0,-15.8,251,Simbad,21 00 33.8,-04 43 49
TIC 283712633,316.9854993684,7.4329428676,316.98634145174384,7.43289239147905,283712633.0,1.7369655542473592e+18,1.7369655542473592e+18,104318.0,2MASS J21075653+0725584,0539-00261-1,,HD 201219,tic_near,187.9347585706899,0.0264526922255754,-11.357378088042744,0.0160928592085838,GaiaDR3,2023A&A...674A...1G,,,,,8.72,0.031,TIC tycho2b3,2019AJ....158..138S,8.01,0.03,TIC hipvmag,2019AJ....158..138S,7.6,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,6.756,0.021,TIC,2019AJ....158..138S,6.5,0.021,TIC,2019AJ....158..138S,6.361,0.026,TIC,2019AJ....158..138S,7.374,0.006,7.8519816398620605,0.0027691217569936,gaia_dr3,2023A&A...674A...1G,8.20031452178955,0.0029035049696686,7.330079555511475,0.0038318196447871,26.449315860306072,0.0245253071188926,GaiaDR3,2023A&A...674A...1G,37.75473785400391,0.0325469970703125,bj2021,2021AJ....161..147B,0,G5,2007AJ....133.2524W,1,5637.0,25.0,Pastel,2022A&A...663A...4S,4.453578903564585,0.0240045397077643,calculated_from_M_and_R,Calculated Value,4.5,0.06,Pastel,2022A&A...663A...4S,0.13,0.03,Pastel,2022A&A...663A...4S,-0.1042094638070036,0.0102895462060169,update_TIC,Calculated Value,0.9299333934637828,0.0137620905751659,calc_from_L_and_Teff,Calculated Value,0.8962206840515137,0.0418354272842406,gaia_dr3_flame,2023A&A...674A...1G,0,10.370111465454102,1.8423657417297363,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 201219,5610,4.48,0.26,-4.62,4.2,2.9,2.9,5.3,256,Simbad,21 07 56.5,+07 25 59
TIC 289952026,318.5075057751,-29.66352308929,318.5086969994956,-29.66368710216429,289952026.0,6.787883382523591e+18,6.787883382523591e+18,104809.0,2MASS J21140177-2939487,6949-00662-1,,HD 201989,tic_near,232.76238289710864,0.0239431504160165,-37.04579407499494,0.0195986833423376,GaiaDR3,2023A&A...674A...1G,,,,,8.05,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.35,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.141,0.024,TIC,2019AJ....158..138S,5.871,0.023,TIC,2019AJ....158..138S,5.729,0.02,TIC,2019AJ....158..138S,6.752,0.006,7.2112274169921875,0.002767959054864,gaia_dr3,2023A&A...674A...1G,7.545722961425781,0.002997135697347,6.7044830322265625,0.0038726028640998,33.5137081788245,0.0276876576244831,GaiaDR3,2023A&A...674A...1G,29.81210327148437,0.0278673171997088,bj2021,2021AJ....161..147B,0,G6V,2006A&A...460..695T,1,5729.0,32.0,Pastel,2022A&A...663A...4S,4.443623334857947,0.0238829234502241,calculated_from_M_and_R,Calculated Value,4.55,0.07,Pastel,2022A&A...663A...4S,0.12,0.04,Pastel,2022A&A...663A...4S,-0.0564771737724608,0.0108001967991772,update_TIC,Calculated Value,0.9511662095668942,0.0158991480397117,calc_from_L_and_Teff,Calculated Value,0.916365087032318,0.0400122106075286,gaia_dr3_flame,2023A&A...674A...1G,0,9.780330657958984,1.3038806915283203,gaia_dr3_flame,2023A&A...674A...1G,,1.931258,13.302983,6.787883382522587e+18,1.931258,13.302983,6.787883382522587e+18,0,0,,,,,,,0,,HD 201989,5728,4.52,0.34,-4.47,6.1,4.9,3.3,-23.2,250,Simbad,21 14 01.8,-29 39 49
TIC 388996956,319.13527946036,9.39382629627,319.135935517658,9.393299358327564,388996956.0,1.743592452563243e+18,1.743592452563243e+18,105038.0,2MASS J21163247+0923376,1109-02458-1,WDS J21165+0924A,HD 202575,tic_near,145.63084895948597,0.0210848357528448,-118.60314707343912,0.0171649921685457,GaiaDR3,2023A&A...674A...1G,9.802,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.923,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.878,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.276,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.774,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.066,0.019,TIC,2019AJ....158..138S,5.527,0.024,TIC,2019AJ....158..138S,5.391,0.02,TIC,2019AJ....158..138S,6.933,0.006,7.574460029602051,0.0027762546750458,gaia_dr3,2023A&A...674A...1G,8.122983932495117,0.0030777436594093,6.873856544494629,0.0038967787070196,61.83799819029404,0.0230167116969823,GaiaDR3,2023A&A...674A...1G,16.162755966186523,0.0050935745239257,bj2021,2021AJ....161..147B,0,K3V,2010MNRAS.403.1949K,1,4732.0,17.0,Pastel,2022A&A...663A...4S,4.639207420003872,0.0543236298084919,calculated_from_M_and_R,Calculated Value,4.66,0.06,Pastel,2022A&A...663A...4S,-0.03,0.04,Pastel,2022A&A...663A...4S,-0.6654525462822037,0.0144221536180067,update_TIC,Calculated Value,0.6915712011181585,0.012511949283527,calc_from_L_and_Teff,Calculated Value,0.76,0.091,TIC,2019AJ....158..138S,0,,,,,,,,,,,,1,1,A,5.5,12.4,,,,0,,HD 202575,4729,4.5,0.8,-4.42,3.8,3.3,1.6,-17.6,285,Simbad,21 16 32.5,+09 23 38
TIC 79403675,320.20815643869,-53.03421045445,320.2083890093772,-53.0346347389645,79403675.0,6.463782435948431e+18,6.463782435948431e+18,105388.0,2MASS J21204994-5302030,8806-00401-1,,HD 202917,tic_near,31.42732327368997,0.012646242044866,-95.58701420119108,0.0138090215623378,GaiaDR3,2023A&A...674A...1G,,,,,9.32,,Simbad,,8.67,,Simbad,,,,,,7.882,0.033,Simbad 2012AcA....62...67K,2012AcA....62...67K,7.386,0.021,TIC,2019AJ....158..138S,7.026,0.038,TIC,2019AJ....158..138S,6.908,0.023,TIC,2019AJ....158..138S,8.011,0.006,8.492326736450195,0.0028614746208131,gaia_dr3,2023A&A...674A...1G,8.858380317687988,0.0037819050228956,7.951140403747559,0.0043285918239953,21.409293944288,0.0157449971884489,GaiaDR3,2023A&A...674A...1G,46.66170501708984,0.0334758758544921,bj2021,2021AJ....161..147B,0,G7V,2006A&A...460..695T,1,5582.0,25.0,Pastel,2022A&A...663A...4S,4.534257034785652,0.022671046697326,calculated_from_M_and_R,Calculated Value,4.47,0.05,Pastel,2022A&A...663A...4S,0.06,0.03,Pastel,2022A&A...663A...4S,-0.1777041669013085,0.0106167040516274,update_TIC,Calculated Value,0.8714067046286694,0.0132050300291051,calc_from_L_and_Teff,Calculated Value,0.9476134181022644,0.0402764976024627,gaia_dr3_flame,2023A&A...674A...1G,0,4.278548717498779,1.2608413696289062,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 202917,5541,4.41,0.88,-3.97,17.1,14.7,2.7,-5.8,259,Simbad,21 20 50.0,-53 02 03
TIC 268215639,321.77756039625,16.12415140181,321.777198284323,16.123723640558115,268215639.0,1.7840610088156792e+18,1.7840610088156792e+18,105918.0,2MASS J21270660+1607267,1663-00461-1,,HD 204277,tic_near,-78.25577688173983,0.0260710064321756,-96.5027273182056,0.018640361726284,GaiaDR3,2023A&A...674A...1G,,,,,7.226,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.725,0.011,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.709,0.021,TIC,2019AJ....158..138S,5.48,0.026,TIC,2019AJ....158..138S,5.449,0.021,TIC,2019AJ....158..138S,6.226,0.006,6.607284069061279,0.0027770504930257,gaia_dr3,2023A&A...674A...1G,6.861517429351807,0.0030245216640112,6.183616638183594,0.0040593663611403,30.25224720713704,0.0230129342526197,GaiaDR3,2023A&A...674A...1G,33.01688003540039,0.0268821716308593,bj2021,2021AJ....161..147B,0,F8V,2007AJ....133.2524W,1,6198.0,28.0,Pastel,2022A&A...663A...4S,4.346035320697293,0.0232757056970153,calculated_from_M_and_R,Calculated Value,4.39,0.07,Pastel,2022A&A...663A...4S,0.03,0.05,Pastel,2022A&A...663A...4S,0.2661711547030753,0.0155194246645132,update_TIC,Calculated Value,1.1782435700393483,0.0235907271382268,calc_from_L_and_Teff,Calculated Value,1.1231502294540403,0.0400074124336242,gaia_dr3_flame,2023A&A...674A...1G,0,3.5799362659454346,0.7075722217559814,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 204277,6240,4.42,0.3,-4.45,7.2,2.6,6.6,10.1,246,Simbad,21 27 06.6,+16 07 27
TIC 248039969,325.17938739548,28.75566970764,325.18006060370016,28.75581578633238,248039969.0,1.801257095797922e+18,1.801257095797922e+18,107040.0,2MASS J21404302+2845203,2201-00270-1,,HD 206332,tic_near,132.97346922544727,0.0226287320256233,32.55517151204614,0.0149759138002991,GaiaDR3,2023A&A...674A...1G,,,,,8.0,,Simbad,,7.41,,Simbad,,,,,,,,,,6.293,0.017,TIC,2019AJ....158..138S,6.081,0.027,TIC,2019AJ....158..138S,6.005,0.017,TIC,2019AJ....158..138S,6.851,0.006,7.269737243652344,0.0027584091406211,gaia_dr3,2023A&A...674A...1G,7.563302516937256,0.0028002378648781,6.807042121887207,0.0037953541592107,21.184264761563515,0.0242528542876243,GaiaDR3,2023A&A...674A...1G,47.14189529418945,0.0453071594238281,bj2021,2021AJ....161..147B,0,G0V,,1,5992.0,27.0,Pastel,2022A&A...663A...4S,4.206252978425818,0.022060380019132,calculated_from_M_and_R,Calculated Value,4.27,0.06,Pastel,2022A&A...663A...4S,0.27,0.03,Pastel,2022A&A...663A...4S,0.3126991052552991,0.012037304744827,update_TIC,Calculated Value,1.3300212752976597,0.0219865561197516,calc_from_L_and_Teff,Calculated Value,1.0372955799102783,0.0400015711784363,gaia_dr3_flame,2023A&A...674A...1G,0,8.41164493560791,0.8960099220275879,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 206332,5967,4.29,0.14,-5.09,4.6,0.9,4.5,-41.7,265,Simbad,21 40 43.1,+28 45 20
TIC 248046660,325.27582150773,26.7506655321,325.2775336990128,26.750261824848405,248046660.0,1.8003781393306609e+18,1.8003781393306609e+18,107070.0,2MASS J21410613+2645024,2197-01665-1,,HD 206374,tic_near,343.98665274846144,0.0202033147215843,-90.94745392112914,0.0211240481585264,GaiaDR3,2023A&A...674A...1G,,,,,8.16,,Simbad,,7.467,0.004,TIC mermil,2019AJ....158..138S,7.0,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,6.143,0.018,TIC,2019AJ....158..138S,5.831,0.021,TIC,2019AJ....158..138S,5.774,0.02,TIC,2019AJ....158..138S,6.805,0.006,7.276047229766846,0.0027591287974648,gaia_dr3,2023A&A...674A...1G,7.620593070983887,0.0028058286805831,6.755889892578125,0.0037976087704571,36.81634395169819,0.0248534698039293,GaiaDR3,2023A&A...674A...1G,27.1370792388916,0.0194492340087908,bj2021,2021AJ....161..147B,0,G6.5V,2007AJ....133.2524W,1,5610.0,17.0,Pastel,2022A&A...663A...4S,4.509402648764507,0.0229166412809028,calculated_from_M_and_R,Calculated Value,4.46,0.05,Pastel,2022A&A...663A...4S,-0.06,0.02,Pastel,2022A&A...663A...4S,-0.1592969277979031,0.0099238658164226,update_TIC,Calculated Value,0.8812080552220635,0.0113968448207001,calc_from_L_and_Teff,Calculated Value,0.9151492714881896,0.0420902967453002,gaia_dr3_flame,2023A&A...674A...1G,0,6.849903583526611,1.905704498291016,gaia_dr3_flame,2023A&A...674A...1G,,5.013848,19.076845,1.8003781393281247e+18,5.013848,19.076845,1.8003781393281247e+18,0,0,,,,,,,0,,HD 206374,5587,4.52,0.3,-4.55,3.3,1.6,2.8,-41.9,255,Simbad,21 41 06.2,+26 45 02
TIC 399897311,328.68766487409,32.32856646964,328.68876724079007,32.3275247634024,399897311.0,1.8982302417987717e+18,1.8982302417987717e+18,108156.0,2MASS J21544502+3219428,2723-01297-1,,HD 208313,tic_near,209.793532497248,0.01302270591259,-234.45659167263256,0.02256690710783,GaiaDR3,2023A&A...674A...1G,,,,,8.69,,Simbad,,7.73,0.03,TIC hipvmag,2019AJ....158..138S,7.1,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,6.106,0.023,TIC,2019AJ....158..138S,5.682,0.024,TIC,2019AJ....158..138S,5.594,0.021,TIC,2019AJ....158..138S,6.91,0.006,7.48345422744751,0.0027612331928056,gaia_dr3,2023A&A...674A...1G,7.94484806060791,0.0028607706811509,6.856623649597168,0.0038051072841011,49.07845231466058,0.0229922607541084,GaiaDR3,2023A&A...674A...1G,20.36136817932129,0.0110349655151367,bj2021,2021AJ....161..147B,0,K1,1985ApJS...59..197B,1,5031.0,18.0,Pastel,2022A&A...663A...4S,4.550322170390887,0.0256308935235304,calculated_from_M_and_R,Calculated Value,4.44,0.05,Pastel,2022A&A...663A...4S,-0.03,0.02,Pastel,2022A&A...663A...4S,-0.4574879423080026,0.011197715480607,update_TIC,Calculated Value,0.777320352669431,0.0114612667810887,calc_from_L_and_Teff,Calculated Value,0.7824464440345764,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,12.815497398376465,1.3860244750976562,gaia_dr3_flame,2023A&A...674A...1G,,7.854132,17.279356,1.8982302417987715e+18,7.854132,17.279356,1.8982302417987715e+18,0,0,,,,,,,0,,HD 208313,5016,4.51,0.27,-4.8,2.3,1.2,1.8,-13.3,329,Simbad,21 54 45.0,+32 19 43
TIC 331542393,330.52245729801,44.34316683899,330.5226996948052,44.34329992567421,331542393.0,1.96272697540936e+18,1.96272697540936e+18,108774.0,2MASS J22020538+4420354,3210-01521-1,,V* V443 Lac,tic_near,39.05593170063579,0.0162324905395507,29.7591660418729,0.0174343679100275,GaiaDR3,2023A&A...674A...1G,,,,,8.64,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.94,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.703,0.021,TIC,2019AJ....158..138S,6.335,0.036,TIC,2019AJ....158..138S,6.318,0.018,TIC,2019AJ....158..138S,7.345,0.006,7.811152935028076,0.0027757887213608,gaia_dr3,2023A&A...674A...1G,8.151656150817871,0.0029778271150025,7.294768810272217,0.0038434936879484,29.383979374154755,0.0162367634475231,GaiaDR3,2023A&A...674A...1G,34.005130767822266,0.0190162658691406,bj2021,2021AJ....161..147B,0,G5,2007AJ....133.2524W,1,5615.0,21.0,Pastel,2022A&A...663A...4S,4.560567622575705,0.021516824680934,calculated_from_M_and_R,Calculated Value,4.39,0.12,Pastel,2022A&A...663A...4S,-0.19,0.03,Pastel,2022A&A...663A...4S,-0.1805322935781791,0.0101062415780712,update_TIC,Calculated Value,0.8583945999165926,0.0118734527133663,calc_from_L_and_Teff,Calculated Value,0.976953625679016,0.0401541590690613,gaia_dr3_flame,2023A&A...674A...1G,0,0.2709148228168487,0.6134311780333519,gaia_dr3_flame,2023A&A...674A...1G,,8.740027,18.604338,1.9627269754044483e+18,8.740027,18.604338,1.9627269754044483e+18,0,0,,,,,,,0,,HD 209393,5650,4.57,0.36,-4.44,5.4,4.2,3.0,5.8,250,Simbad,22 02 05.4,+44 20 35
