star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,Teff,logg,S,logRhk,Vbr,Vsini,Vmac,Vrad,SNR,Simbad,RAJ2000,DEJ2000
TIC 268565917,105.07514881322,-5.3671606918,105.07462866477856,-5.3668029911914985,268565917.0,3.1013824197284014e+18,3.1013824197284014e+18,33719.0,2MASS J07001803-0522017,4822-03681-1,,HD  52265,tic_near,-116.51346930235977,0.0212546028196811,80.63272356753268,0.0203666798770427,GaiaDR3,2023A&A...674A...1G,,,,,6.845,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.282,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.242,8.888,TIC,2019AJ....158..138S,5.033,0.034,TIC,2019AJ....158..138S,4.953,0.017,TIC,2019AJ....158..138S,5.77,0.006,6.163110256195068,0.0027700428377562,gaia_dr3,2023A&A...674A...1G,6.437412738800049,0.0030549689407515,5.72014856338501,0.0039529053356423,33.42503518696486,0.022295132279396,GaiaDR3,2023A&A...674A...1G,29.89287376403809,0.0208549499511718,bj2021,2021AJ....161..147B,0,G0V,1999MSS...C05....0H,1,6114.0,10.0,Pastel,2022A&A...663A...4S,4.233788684833767,0.020899927380437,calculated_from_M_and_R,Calculated Value,4.32,0.02,Pastel,2022A&A...663A...4S,0.22,0.01,Pastel,2022A&A...663A...4S,0.3573064557975953,0.0138680149914563,update_TIC,Calculated Value,1.3447916503627384,0.0219171469839968,calc_from_L_and_Teff,Calculated Value,1.129876732826233,0.0400019884109497,gaia_dr3_flame,2023A&A...674A...1G,0,5.435317039489746,0.6934185028076172,gaia_dr3_flame,2023A&A...674A...1G,,9.327719,15.271028,3.10138241972259e+18,9.327719,15.271028,3.10138241972259e+18,0,0,,,,,,,1,HD 52265,HD 52265,6003,4.19,0.14,-5.1,6.1,3.6,4.7,51.3,352,Simbad,07 00 18.0,-05 22 02
TIC 270889166,105.39817870368,6.92684265763,105.3980418719649,6.926966167062045,270889166.0,3.1537728731784315e+18,3.1537728731784315e+18,33848.0,2MASS J07013556+0655366,0174-01319-1,,HD  52456,tic_near,-30.70290218071028,0.0228384528309106,27.846798711984743,0.0199250448495149,GaiaDR3,2023A&A...674A...1G,,,,,9.02,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.14,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.647,0.02,TIC,2019AJ....158..138S,6.222,0.033,TIC,2019AJ....158..138S,6.149,0.026,TIC,2019AJ....158..138S,7.38,0.006,7.928361415863037,0.0027675656655473,gaia_dr3,2023A&A...674A...1G,8.358122825622559,0.0028728466715029,7.331421375274658,0.0038061252413261,35.44992283374484,0.022990608587861,GaiaDR3,2023A&A...674A...1G,28.17977333068848,0.0173549652099591,bj2021,2021AJ....161..147B,0,K2V,,1,5169.0,22.0,Pastel,2022A&A...663A...4S,4.518481388097581,0.0302753300274635,calculated_from_M_and_R,Calculated Value,4.46,0.06,Pastel,2022A&A...663A...4S,0.02,0.03,Pastel,2022A&A...663A...4S,-0.36489352297721,0.0098373233810916,update_TIC,Calculated Value,0.8192054237966775,0.0116064106098039,calc_from_L_and_Teff,Calculated Value,0.8076057434082031,0.0514387190341949,gaia_dr3_flame,2023A&A...674A...1G,0,12.844059944152832,4.177340984344482,gaia_dr3_flame,2023A&A...674A...1G,,5.55575,14.769693,3.1537728731824415e+18,5.55575,14.769693,3.1537728731824415e+18,0,0,,,,,,,0,,HD 52456,5151,4.5,0.32,-4.65,2.7,1.7,2.0,-13.3,267,Simbad,07 01 35.6,+06 55 37
TIC 91686663,105.87691201476,29.33708242269,105.87771196960249,29.33340231275945,91686663.0,8.878220012468324e+17,8.878220012468324e+17,34017.0,2MASS J07033043+2920150,1907-00321-1,,HD  52711,tic_near,156.6227877267507,0.0541919991374015,-827.8002461177721,0.0523179098963737,GaiaDR3,2023A&A...674A...1G,6.57,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.53,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.949,0.023,TIC sirful,2019AJ....158..138S,5.6,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,4.885,0.268,TIC,2019AJ....158..138S,4.612,0.242,TIC,2019AJ....158..138S,4.539,0.075,TIC,2019AJ....158..138S,5.38,0.006,5.7895827293396,0.0028241443366042,gaia_dr3,2023A&A...674A...1G,6.090033054351807,0.0032541432886572,5.317197799682617,0.0043326113819673,52.771176020747866,0.0438496433198452,GaiaDR3,2023A&A...674A...1G,18.938596725463867,0.0149726867675781,bj2021,2021AJ....161..147B,0,G0V,2003AJ....126.2048G,1,5897.0,17.0,Pastel,2022A&A...663A...4S,4.3955270755385865,0.0576292824442417,calculated_from_M_and_R,Calculated Value,4.39,0.03,Pastel,2022A&A...663A...4S,-0.13,0.01,Pastel,2022A&A...663A...4S,0.1091435508751562,0.0125988626350519,update_TIC,Calculated Value,1.0863309794905285,0.0169564049635533,calc_from_L_and_Teff,Calculated Value,1.07,0.138,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 52711,5886,4.39,0.16,-5.0,3.9,0.1,4.0,22.7,359,Simbad,07 03 30.5,+29 20 13
TIC 295742782,108.96164719786,-13.0494808418,108.95931641149,-13.048694778534458,295742782.0,3.0330054065060337e+18,3.0330054065060337e+18,35139.0,2MASS J07155086-1302583,5402-01484-1,,HD  56274,tic_near,-510.852416859368,0.0179987158626317,176.96412584613591,0.0194606687873601,GaiaDR3,2023A&A...674A...1G,,,,,8.36,,Simbad,,7.79,,Simbad,,,,,,,,,,6.593,0.02,TIC,2019AJ....158..138S,6.271,0.044,TIC,2019AJ....158..138S,6.203,0.026,TIC,2019AJ....158..138S,7.162,0.006,7.593689918518066,0.0027597870222822,gaia_dr3,2023A&A...674A...1G,7.896017551422119,0.0028096669580493,7.112422466278076,0.0038099222909481,30.344010983158466,0.0245458520948886,GaiaDR3,2023A&A...674A...1G,32.92991638183594,0.0278511047363281,bj2021,2021AJ....161..147B,0,G7VFe-1.5CH-1.3,2006AJ....132..161G,1,5758.0,20.0,Pastel,2022A&A...663A...4S,4.56605339846443,0.0564137973471739,calculated_from_M_and_R,Calculated Value,4.49,0.04,Pastel,2022A&A...663A...4S,-0.54,0.02,Pastel,2022A&A...663A...4S,-0.1236042469169517,0.0113709992412056,update_TIC,Calculated Value,0.8715798882050588,0.0129171013376809,calc_from_L_and_Teff,Calculated Value,1.02,0.129,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 56274,5788,4.56,0.17,-4.91,3.4,0.1,3.6,64.9,248,Simbad,07 15 50.8,-13 02 58
TIC 284620820,109.15178089437,1.87876713165,109.15203982346844,1.878249310839767,284620820.0,3.111942885310863e+18,3.111942885310863e+18,35209.0,2MASS J07163642+0152435,0168-01253-1,,HD  56303,tic_near,58.2881802944182,0.022465668618679,-116.39211748930308,0.0189618375152349,GaiaDR3,2023A&A...674A...1G,,,,,7.95,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.33,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.203,0.029,TIC,2019AJ....158..138S,5.955,0.04,TIC,2019AJ....158..138S,5.903,0.021,TIC,2019AJ....158..138S,6.79,0.006,7.203349590301514,0.0027670158217655,gaia_dr3,2023A&A...674A...1G,7.499102115631104,0.0028517287820063,6.739797115325928,0.0039348765773132,24.011889936107053,0.0207307022064924,GaiaDR3,2023A&A...674A...1G,41.58664321899414,0.037017822265625,bj2021,2021AJ....161..147B,0,G2V,1999MSS...C05....0H,1,5904.0,21.0,Pastel,2022A&A...663A...4S,4.249800376426661,0.0222116281362059,calculated_from_M_and_R,Calculated Value,4.28,0.05,Pastel,2022A&A...663A...4S,0.15,0.03,Pastel,2022A&A...663A...4S,0.2315910680475222,0.012607633872283,update_TIC,Calculated Value,1.247830168438709,0.0201706584634834,calc_from_L_and_Teff,Calculated Value,1.0093544721603394,0.0400008857250213,gaia_dr3_flame,2023A&A...674A...1G,0,8.839761734008789,0.972684383392334,gaia_dr3_flame,2023A&A...674A...1G,,7.177872,19.90383,3.1119428165924987e+18,7.177872,19.90383,3.1119428165924987e+18,0,0,,,,,,,0,,HD 56303,5917,4.3,0.16,-4.96,4.2,0.0,4.2,6.3,251,Simbad,07 16 36.4,+01 52 44
TIC 60847893,111.96158912324,19.04479346206,111.96214263636756,19.04447957285068,60847893.0,3.3626499189018445e+18,3.3626499189018445e+18,36249.0,2MASS J07275076+1902414,1355-00612-1,,HD  58781,tic_near,117.62977194081736,0.0223786085844039,-70.4468948626861,0.0181772839277982,GaiaDR3,2023A&A...674A...1G,,,,,7.96,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.24,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.949,0.023,TIC,2019AJ....158..138S,5.648,0.044,TIC,2019AJ....158..138S,5.541,0.017,TIC,2019AJ....158..138S,6.597,0.006,7.073503017425537,0.0027647050328355,gaia_dr3,2023A&A...674A...1G,7.425026416778564,0.0028916414010833,6.550949573516846,0.003797933233787,34.293986152457045,0.0259681623429059,GaiaDR3,2023A&A...674A...1G,29.129369735717773,0.020277976989746,bj2021,2021AJ....161..147B,0,G5,1993yCat.3135....0C,1,5578.0,23.0,Pastel,2022A&A...663A...4S,4.34352993514973,0.0231320649292265,calculated_from_M_and_R,Calculated Value,4.41,0.06,Pastel,2022A&A...663A...4S,0.12,0.03,Pastel,2022A&A...663A...4S,-0.0165342582666885,0.0100330814764106,update_TIC,Calculated Value,1.050578468773145,0.0149105794623373,calc_from_L_and_Teff,Calculated Value,0.8878085017204285,0.0400131940841674,gaia_dr3_flame,2023A&A...674A...1G,0,,,gaia_dr3_flame,2023A&A...674A...1G,,7.769455,17.034174,3.362650021979954e+18,7.769455,17.034174,3.362650021979954e+18,0,0,,,,,,,0,,HD 58781,5582,4.37,0.17,-4.98,3.4,1.8,2.8,2.7,258,Simbad,07 27 50.8,+19 02 41
TIC 16045498,113.2524180513,37.02984739744,113.2521411344812,37.02988798978208,16045498.0,8.986394476125751e+17,8.986394476125751e+17,36704.0,2MASS J07330059+3701475,2465-01115-1,,HD  59747,tic_near,-49.87412198157693,0.0240354035049676,9.407215849264212,0.0231163147836923,GaiaDR3,2023A&A...674A...1G,,,,,8.58,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.7,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.09,0.024,TIC,2019AJ....158..138S,5.662,0.021,TIC,2019AJ....158..138S,5.589,0.023,TIC,2019AJ....158..138S,6.862,0.006,7.426266193389893,0.0028111871372497,gaia_dr3,2023A&A...674A...1G,7.870811939239502,0.0036378462723459,6.813715934753418,0.0046509632463812,48.35632200879651,0.0208851248025894,GaiaDR3,2023A&A...674A...1G,20.66568756103516,0.009288787841795,bj2021,2021AJ....161..147B,0,G5V,,1,5100.0,14.0,Pastel,2022A&A...663A...4S,4.552165452986668,0.0265446930944825,calculated_from_M_and_R,Calculated Value,4.54,0.05,Pastel,2022A&A...663A...4S,-0.02,0.03,Pastel,2022A&A...663A...4S,-0.4266952803245747,0.0124842934414469,update_TIC,Calculated Value,0.7837267179035232,0.0120583814050652,calc_from_L_and_Teff,Calculated Value,0.7987799048423767,0.0421837270259857,gaia_dr3_flame,2023A&A...674A...1G,0,11.344154357910156,3.0037524700164786,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD 59747,5106,4.54,0.42,-4.52,2.8,1.9,1.9,-17.0,267,Simbad,07 33 00.6,+37 01 47
TIC 7131321,113.6090320831,-6.89667632871,113.60867243340572,-6.896868195480982,7131321.0,3.0544488381811635e+18,3.0544488381811635e+18,36827.0,2MASS J07342617-0653479,4842-01547-1,WDS J07344-0654A,HD  60491,tic_near,-80.25933283928379,0.0230170637369155,-43.04405332918878,0.0179423857480287,GaiaDR3,2023A&A...674A...1G,9.554,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.027,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.144,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.654,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.214,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.554,0.021,TIC,2019AJ....158..138S,6.141,0.018,TIC,2019AJ....158..138S,6.019,0.024,TIC,2019AJ....158..138S,7.34,0.006,7.906272888183594,0.0027823772548615,gaia_dr3,2023A&A...674A...1G,8.35629940032959,0.0030798223557561,7.288426399230957,0.0039407028033603,42.6341187626832,0.025282772257924,GaiaDR3,2023A&A...674A...1G,23.445653915405277,0.0145511627197265,bj2021,2021AJ....161..147B,0,K1V,1999MSS...C05....0H,1,5099.0,49.0,Pastel,2022A&A...663A...4S,4.6513388401780285,0.0299118741970999,calculated_from_M_and_R,Calculated Value,4.55,0.04,Pastel,2022A&A...663A...4S,-0.17,0.03,Pastel,2022A&A...663A...4S,-0.5074281363722655,0.0134742629964756,update_TIC,Calculated Value,0.7144445912453882,0.0176459856943246,calc_from_L_and_Teff,Calculated Value,0.8340811729431152,0.0400322079658508,gaia_dr3_flame,2023A&A...674A...1G,0,0.3808794915676117,0.9783257469534874,gaia_dr3_flame,2023A&A...674A...1G,,6.312567,20.157438,3.054448838181887e+18,6.312567,20.157438,3.054448838181887e+18,1,1,A,6.3,12.48,,,,0,,HD 60491,5053,4.56,0.57,-4.41,4.7,4.1,1.9,-8.8,264,Simbad,07 34 26.2,-06 53 48
TIC 66100263,114.99720225492,-3.5975072363,114.9975146257713,-3.598743712839394,66100263.0,3.057712223051571e+18,3.057712223051571e+18,37349.0,2MASS J07395932-0335506,4835-00546-1,WDS J07400-0336A,HD  61606,tic_near,70.07843584920762,0.0237035956233739,-278.11734112708774,0.019026031717658,GaiaDR3,2023A&A...674A...1G,8.89,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.136,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.169,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.626,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.15,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.493,0.027,TIC,2019AJ....158..138S,5.063,0.038,TIC,2019AJ....158..138S,4.885,0.017,TIC,2019AJ....158..138S,6.287,0.006,6.889849185943604,0.002768728791161,gaia_dr3,2023A&A...674A...1G,7.383493423461914,0.0029440625987351,6.2342681884765625,0.0038637260683754,71.03228543821585,0.0242728125303983,GaiaDR3,2023A&A...674A...1G,14.07140827178955,0.005624771118164,bj2021,2021AJ....161..147B,0,K3V,1949ApJ...109..231J,1,4951.0,18.0,Pastel,2022A&A...663A...4S,4.610065891086039,0.0536267700939774,calculated_from_M_and_R,Calculated Value,4.59,0.04,Pastel,2022A&A...663A...4S,0.0,0.02,Pastel,2022A&A...663A...4S,-0.530046829264146,0.011449847987333,update_TIC,Calculated Value,0.7383178657143653,0.011115046467383,calc_from_L_and_Teff,Calculated Value,0.81,0.097,TIC,2019AJ....158..138S,0,,,,,,5.94486,18.704807,3.0577122230522245e+18,5.94486,18.704807,3.0577122230522245e+18,1,1,A,57.9,1.71,3.057712188691832e+18,57.9033,1.4449,0,,HD 61606,4917,4.53,0.52,-4.44,2.4,1.6,1.7,-17.6,274,Simbad,07 39 59.3,-03 35 51
TIC 54234694,119.89140262026,20.84394289288,,,54234694.0,6.708533144485339e+17,,39064.0,2MASS J07593391+2050390,1375-01282-1,,HD  65430,tic_near,178.767,0.193,-571.688,0.119,TIC gaia2,2019AJ....158..138S,9.004,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.494,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.649,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.195,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.776,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.119,0.018,TIC,2019AJ....158..138S,5.741,0.017,TIC,2019AJ....158..138S,5.639,0.02,TIC,2019AJ....158..138S,6.916,0.006,7.44257,,,,7.8948,,6.87469,,41.687,0.1877,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,23.9883,0.108,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,K0V,2010MNRAS.403.1949K,1,5153.0,20.0,Pastel,2022A&A...663A...4S,4.453913787250389,,calculated_from_M_and_R,Calculated Value,4.53,0.06,Pastel,2022A&A...663A...4S,-0.09,0.03,Pastel,2022A&A...663A...4S,-0.2769000840735738,,update_TIC,Calculated Value,0.91218372186081,,calc_from_L_and_Teff,Calculated Value,0.863,,TIC,2019AJ....158..138S,0,,,,,,9.580781,7.456192,6.708533144485339e+17,9.580781,7.456192,6.708533144485339e+17,0,0,,,,,,,0,,HD 65430,5148,4.46,0.16,-5.07,3.0,2.1,2.0,-30.2,325,Simbad,07 59 33.9,+20 50 38
TIC 171523537,120.13387380136,29.21235453319,120.13300863259106,29.207176720378527,171523537.0,8.763700765423599e+17,8.763700765423599e+17,39157.0,2MASS J08003215+2912465,1938-00445-1,,HD  65583,tic_near,-169.91821057753526,0.0193336140364408,-1164.9323987340836,0.0134373754262924,GaiaDR3,2023A&A...674A...1G,7.89,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.71,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.0,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.4,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.98,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.539,0.018,TIC,2019AJ....158..138S,5.17,0.027,TIC,2019AJ....158..138S,5.095,0.017,TIC,2019AJ....158..138S,6.275,0.006,6.77883243560791,0.002762396036859,gaia_dr3,2023A&A...674A...1G,7.154812812805176,0.0028761115794973,6.223707675933838,0.0038494105037073,58.52996195041519,0.0193099845200777,GaiaDR3,2023A&A...674A...1G,17.074844360351562,0.0057659149169921,bj2021,2021AJ....161..147B,0,K0V_Fe-1.3,2003AJ....126.2048G,1,5305.0,16.0,Pastel,2022A&A...663A...4S,4.585748591719342,0.0574881657233043,calculated_from_M_and_R,Calculated Value,4.59,0.04,Pastel,2022A&A...663A...4S,-0.69,0.02,Pastel,2022A&A...663A...4S,-0.3448546945076849,0.011329337935433,update_TIC,Calculated Value,0.7958926996013218,0.0114374901829412,calc_from_L_and_Teff,Calculated Value,0.89,0.115,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 65583,5238,4.61,0.17,-4.98,1.8,0.1,2.1,15.4,467,Simbad,08 00 32.1,+29 12 44
TIC 154234114,121.75217613939,-29.40293793576,121.75390919459994,-29.40451664155661,154234114.0,5.596797039059064e+18,5.596797039059064e+18,39710.0,2MASS J08070049-2924102,6567-02306-1,WDS J08070-2924A,HD  67458,tic_near,339.6440105416952,0.0136092556640505,-355.1480078938252,0.017064519226551,GaiaDR3,2023A&A...674A...1G,7.47,,Simbad 1969ArA.....5..149L,1969ArA.....5..149L,7.39,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.79,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.696,0.029,TIC,2019AJ....158..138S,5.373,0.057,TIC,2019AJ....158..138S,5.32,0.017,TIC,2019AJ....158..138S,6.223,0.006,6.647704601287842,0.0027592579366356,gaia_dr3,2023A&A...674A...1G,6.943314075469971,0.0028227789061302,6.177881717681885,0.003823776473286,38.95805236436632,0.0172675792127847,GaiaDR3,2023A&A...674A...1G,25.66263198852539,0.0115394592285156,bj2021,2021AJ....161..147B,0,G0V,2006AJ....132..161G,1,5895.0,15.0,Pastel,2022A&A...663A...4S,4.44170060524302,0.0219052468743315,calculated_from_M_and_R,Calculated Value,4.49,0.04,Pastel,2022A&A...663A...4S,-0.17,0.02,Pastel,2022A&A...663A...4S,0.0356326897884977,0.0127304514329012,update_TIC,Calculated Value,0.998852522865668,0.0154970525947927,calc_from_L_and_Teff,Calculated Value,1.0060874223709106,0.0400066077709197,gaia_dr3_flame,2023A&A...674A...1G,0,4.959690570831299,0.9832868576049804,gaia_dr3_flame,2023A&A...674A...1G,,8.822672,14.54458,5.59679707341877e+18,5.907269,17.097357,5.596797039059032e+18,1,1,A,8.8,8.2,5.59679707341877e+18,8.8227,7.8969,0,,HD 67458,5881,4.46,0.17,-4.94,4.3,1.2,4.0,-17.7,250,Simbad,08 07 00.5,-29 24 11
TIC 71520610,122.04393219996,71.92443308696,122.04052824927246,71.92244115883769,71520610.0,1.1228116578547546e+18,1.1228116578547546e+18,39822.0,2MASS J08081060+7155283,4377-02141-1,WDS J08082+7155A,HD  66171,tic_near,-237.5955950227106,0.0159708522260189,-447.8942578407891,0.0194953083992004,GaiaDR3,2023A&A...674A...1G,,,,,8.82,,Simbad,,8.201,0.016,TIC mermil,2019AJ....158..138S,7.8,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,6.98,0.019,TIC,2019AJ....158..138S,6.684,0.016,TIC,2019AJ....158..138S,6.627,0.021,TIC,2019AJ....158..138S,7.592,0.006,8.025882720947266,0.002762948716491,gaia_dr3,2023A&A...674A...1G,8.335901260375977,0.0028154159358079,7.540503025054932,0.0037915635377633,21.17427428650173,0.0195232294499874,GaiaDR3,2023A&A...674A...1G,47.17868041992188,0.0418567657470703,bj2021,2021AJ....161..147B,0,G2V,,1,5751.0,21.0,Pastel,2022A&A...663A...4S,4.412559659408569,0.0219008481611643,calculated_from_M_and_R,Calculated Value,4.38,0.04,Pastel,2022A&A...663A...4S,-0.27,0.02,Pastel,2022A&A...663A...4S,0.013772392083248,0.0113932722687812,update_TIC,Calculated Value,1.0234157720705546,0.0153645473707997,calc_from_L_and_Teff,Calculated Value,0.9876344799995422,0.0400141775608062,gaia_dr3_flame,2023A&A...674A...1G,0,5.807929515838623,1.0404813289642334,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,49.3,6.73,1.1228102491054834e+18,49.2978,5.4792,0,,HD 66171,5792,4.46,0.17,-4.93,3.4,0.1,3.6,35.1,237,Simbad,08 08 10.5,+71 55 28
TIC 97255459,122.61325267181,25.50733478793,122.61289433225784,25.505787756746404,97255459.0,6.810967770895781e+17,6.810967770895781e+17,40023.0,2MASS J08102717+2530268,1931-01928-1,WDS J08105+2530A,* psi Cnc,tic_near,-72.95444175958403,0.052365705370903,-347.8881086517303,0.0384251661598682,GaiaDR3,2023A&A...674A...1G,,,,,6.54,,Simbad,,5.732,0.023,TIC sirful,2019AJ....158..138S,5.2,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,4.047,0.222,TIC,2019AJ....158..138S,3.711,0.182,TIC,2019AJ....158..138S,3.84,0.036,TIC,2019AJ....158..138S,4.995,0.006,5.508792400360107,0.0028026874671705,gaia_dr3,2023A&A...674A...1G,5.923267841339111,0.0032348043088749,4.926644802093506,0.0042326671118255,24.8471601933712,0.0508324168622493,GaiaDR3,2023A&A...674A...1G,40.20215606689453,0.0796775817871093,bj2021,2021AJ....161..147B,0,G7V,1979PASP...91...83C,1,5263.0,16.0,Pastel,2022A&A...663A...4S,3.5686097289797125,0.0125741116872195,calculated_from_M_and_R,Calculated Value,3.62,0.05,Pastel,2022A&A...663A...4S,-0.06,0.02,Pastel,2022A&A...663A...4S,0.902253712719108,0.0016251411238808,gaia_dr3_flame,2023A&A...674A...1G,3.3986994494695257,0.0216209934948261,calc_from_L_and_Teff,Calculated Value,1.5601545572280884,0.0405759215354919,gaia_dr3_flame,2023A&A...674A...1G,0,2.433093547821045,0.2654439210891721,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,0.1,0.0,,,,0,,HD 67767,5251,3.67,0.16,-5.05,3.8,1.1,3.6,-44.8,274,Simbad,08 10 27.2,+25 30 26
TIC 165852811,122.9110530217,32.45716118921,122.90850193181564,32.45430347668133,165852811.0,9.020078702035949e+17,9.020078702035949e+17,40118.0,2MASS J08113869+3227267,2473-01324-1,WDS J08116+3227A,HD  68017,tic_near,-484.9902032690306,0.0649494603276252,-643.4435611340102,0.0544841401278972,GaiaDR3,2023A&A...674A...1G,7.63,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.5,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.796,0.023,TIC sirful,2019AJ....158..138S,6.4,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,5.477,0.019,TIC,2019AJ....158..138S,5.152,0.02,TIC,2019AJ....158..138S,5.09,0.018,TIC,2019AJ....158..138S,6.152,0.006,6.61888313293457,0.0027629563531419,gaia_dr3,2023A&A...674A...1G,6.954624176025391,0.0028861714583642,6.102360725402832,0.0038800541815295,46.3415049253662,0.0609182827174663,GaiaDR3,2023A&A...674A...1G,21.55814743041992,0.0263910293579101,bj2021,2021AJ....161..147B,0,G3V,2003AJ....126.2048G,1,5561.0,18.0,Pastel,2022A&A...663A...4S,4.470320717276151,0.0555339414399458,calculated_from_M_and_R,Calculated Value,4.5,0.04,Pastel,2022A&A...663A...4S,-0.43,0.02,Pastel,2022A&A...663A...4S,-0.0969467993512433,0.0102636915555797,update_TIC,Calculated Value,0.9635482234570704,0.0129824729542338,calc_from_L_and_Teff,Calculated Value,1.0,0.125,TIC,2019AJ....158..138S,0,,,,,,,,,,,,1,1,A,0.6,4.91,,,,0,,HD 68017,5626,4.6,0.18,-4.91,2.3,0.1,3.0,28.7,277,Simbad,08 11 38.6,+32 27 26
